""	"Li_2010.total.Section_1.1"	"Li_2010.total.Section_1.2"	"Li_2010.total.Section_4.1"	"Li_2010.total.Section_4.2"	"Li_2010.total.Section_9.1"	"Li_2010.total.Section_9.2"	"Li_2010.total.Section_14.1"	"Li_2010.total.Section_14.2"	"Li_2010.M.Section_14.1"	"Li_2010.M.Section_14.2"	"Li_2010.BS.Section_14.1"	"Li_2010.BS.Section_14.2"
"GRMZM2G121463"	1	4	1	2	0	0	1	0	0	0	0	0
"GRMZM2G121468"	0	0	2	1	9	12	11	32	36	40	23	28
"GRMZM2G121471"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121487"	1	5	0	1	0	0	0	0	0	0	0	0
"GRMZM2G121494"	5	26	239	524	2039	1915	1942	4148	3443	3424	2325	4571
"GRMZM2G121495"	101	265	9	15	47	66	29	55	10	2	1	12
"GRMZM2G121502"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121510"	99	147	53	64	66	63	36	73	30	38	23	12
"GRMZM2G121514"	349	618	248	359	169	125	47	81	5	1	11	39
"GRMZM2G121516"	11	48	127	188	660	626	245	758	208	241	137	95
"GRMZM2G121520"	30	99	56	97	80	67	27	69	62	63	55	68
"GRMZM2G121525"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121543"	102	119	2	3	3	2	2	1	1	0	2	0
"GRMZM2G121546"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G121552"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121565"	8	8	63	116	220	216	105	235	132	26	18	11
"GRMZM2G121570"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121573"	10	14	718	929	3	2	2	0	0	0	1	0
"GRMZM2G121579"	1	1	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121593"	0	0	0	0	0	0	0	0	0	0	0	2
"GRMZM2G121605"	0	0	0	2	1	1	0	3	0	1	0	3
"GRMZM2G121610"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121612"	538	710	686	887	4189	4132	2311	5042	863	944	1772	2719
"GRMZM2G121621"	146	536	147	347	49	51	0	9	6	6	3	0
"GRMZM2G121624"	1	1	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121625"	126	148	127	136	102	107	63	55	98	86	65	34
"GRMZM2G121631"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121636"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121638"	4	1	6	14	23	10	3	6	0	0	0	0
"GRMZM2G121639"	0	0	0	0	15	8	10	23	0	0	0	0
"GRMZM2G121647"	3	1	0	0	0	0	1	0	0	0	0	0
"GRMZM2G121649"	28	76	610	1008	754	619	132	284	8	14	2	6
"GRMZM2G121654"	1	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G121663"	3	3	1	3	0	0	1	0	0	0	1	0
"GRMZM2G121683"	790	1178	132	199	67	79	46	112	51	51	49	55
"GRMZM2G121700"	11	31	12	43	73	97	12	31	10	4	2	0
"GRMZM2G121704"	15	25	37	41	104	89	51	94	61	35	153	149
"GRMZM2G121706"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121715"	7	15	53	98	29	16	9	16	4	1	4	0
"GRMZM2G121729"	1	2	1	3	1	1	0	0	0	0	0	0
"GRMZM2G121742"	1	2	0	1	4	7	3	1	0	2	1	0
"GRMZM2G121743"	214	319	85	101	72	57	54	87	137	41	64	90
"GRMZM2G121747"	26	79	16	42	66	93	45	90	29	23	17	14
"GRMZM2G121749"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121753"	0	1	9	29	963	907	304	1030	13	3	8	16
"GRMZM2G121758"	0	0	0	0	2	1	0	1	0	0	0	0
"GRMZM2G121761"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121767"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121776"	159	190	161	238	272	215	138	288	188	135	117	126
"GRMZM2G121783"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM2G121785"	146	285	101	162	101	84	78	128	91	56	37	52
"GRMZM2G121790"	199	348	210	321	254	234	119	229	229	229	117	247
"GRMZM2G121804"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121812"	1	3	3	4	1	0	0	1	0	0	0	0
"GRMZM2G121820"	381	982	550	746	1035	931	386	829	1421	1037	1493	3014
"GRMZM2G121826"	149	279	22	41	6	4	1	1	0	0	2	0
"GRMZM2G121834"	2	4	1	1	0	1	0	0	0	1	0	0
"GRMZM2G121840"	133	166	86	115	165	156	55	127	191	129	122	110
"GRMZM2G121841"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121843"	69	169	12	22	27	16	9	13	33	57	31	22
"GRMZM2G121851"	50	74	57	83	169	183	114	186	150	129	91	138
"GRMZM2G121868"	681	2357	57	123	13	13	0	1	11	2	1	0
"GRMZM2G121871"	85	157	33	33	69	63	35	80	20	11	8	15
"GRMZM2G121878"	5	108	5953	14520	82446	84578	20362	59398	60144	59186	14597	10780
"GRMZM2G121885"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM2G121888"	0	2	0	3	8	5	4	3	3	5	1	0
"GRMZM2G121905"	29	30	7	21	20	19	22	22	5	6	6	5
"GRMZM2G121917"	0	0	0	0	0	2	0	0	0	0	0	0
"GRMZM2G121928"	0	2	0	0	3	4	1	6	0	0	0	2
"GRMZM2G121929"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121937"	15	33	8	12	27	22	28	36	6	2	3	9
"GRMZM2G121942"	60	56	32	39	33	30	13	46	223	218	77	56
"GRMZM2G121948"	106	142	58	80	80	71	33	77	40	25	30	46
"GRMZM2G121957"	0	0	0	1	1	2	0	0	0	0	0	0
"GRMZM2G121960"	299	516	670	919	1643	1555	565	1384	733	1098	440	573
"GRMZM2G121962"	0	0	0	0	0	0	0	0	1	0	0	0
"GRMZM2G121965"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121967"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121977"	0	0	1	0	1	0	0	0	0	0	0	0
"GRMZM2G121981"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121990"	3	3	4	8	15	13	3	10	17	36	98	170
"GRMZM2G121992"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G121996"	40	70	39	51	56	53	27	32	1	5	2	3
"GRMZM2G121997"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122003"	1	7	8	9	3	6	4	5	1	0	0	0
"GRMZM2G122008"	1	2	0	0	2	2	1	2	0	0	0	0
"GRMZM2G122013"	6	6	1	2	3	0	2	8	7	11	20	18
"GRMZM2G122018"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122021"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122028"	0	2	2	3	12	14	6	24	30	9	10	27
"GRMZM2G122038"	3	10	2	10	3	2	1	1	0	0	0	0
"GRMZM2G122039"	74	47	49	74	26	20	3	14	10	4	8	4
"GRMZM2G122044"	181	222	38	62	38	21	44	52	85	17	38	79
"GRMZM2G122045"	90	181	67	112	65	37	35	51	50	39	29	31
"GRMZM2G122053"	8	12	1	2	0	0	0	0	0	0	0	0
"GRMZM2G122057"	48	61	23	30	42	41	35	67	15	15	105	120
"GRMZM2G122061"	75	159	88	166	195	176	114	204	51	61	62	87
"GRMZM2G122064"	71	103	69	106	145	130	80	135	71	58	30	31
"GRMZM2G122072"	4	15	5	8	11	12	4	10	1	0	0	0
"GRMZM2G122073"	1	6	95	181	0	1	0	0	0	0	0	0
"GRMZM2G122076"	193	532	125	279	348	337	210	490	148	78	109	66
"GRMZM2G122108"	30	60	60	110	224	176	147	303	215	187	113	191
"GRMZM2G122116"	359	768	314	502	87	97	38	103	84	63	41	23
"GRMZM2G122123"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122126"	28	83	20	31	35	28	6	29	3	6	2	7
"GRMZM2G122135"	724	984	298	424	322	271	152	418	220	220	234	250
"GRMZM2G122139"	76	168	313	460	1053	970	436	1017	214	160	250	182
"GRMZM2G122148"	87	161	23	58	49	37	20	42	42	28	35	46
"GRMZM2G122160"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122172"	12	21	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122185"	8	26	7	6	7	8	7	11	0	1	0	0
"GRMZM2G122187"	7	8	6	9	9	9	6	17	0	0	1	3
"GRMZM2G122193"	0	1	0	0	0	0	0	1	0	0	0	2
"GRMZM2G122198"	48	75	7	2	2	4	0	1	8	0	2	2
"GRMZM2G122199"	31	53	47	71	66	65	37	89	47	18	35	60
"GRMZM2G122202"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122209"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122214"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122223"	49	53	61	101	48	60	13	22	23	13	7	14
"GRMZM2G122228"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G122230"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122231"	88	229	158	478	802	849	315	474	919	725	290	458
"GRMZM2G122239"	36	64	82	134	132	92	29	98	62	71	28	59
"GRMZM2G122251"	78	354	281	457	124	106	12	44	9	3	4	6
"GRMZM2G122258"	2	2	23	29	60	31	24	36	239	159	87	133
"GRMZM2G122261"	10	12	6	8	4	0	2	3	2	1	3	0
"GRMZM2G122267"	140	354	212	307	124	99	48	136	38	21	48	44
"GRMZM2G122272"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122274"	31	62	78	127	178	200	99	176	125	122	59	52
"GRMZM2G122276"	0	0	0	0	1	0	0	4	4	0	0	0
"GRMZM2G122277"	1186	5777	1525	4083	897	1192	123	457	85	55	49	23
"GRMZM2G122280"	1	2	0	6	0	0	0	0	0	0	0	0
"GRMZM2G122284"	73	191	0	7	5	11	4	7	2	0	3	7
"GRMZM2G122290"	184	321	26	40	15	16	13	30	2	5	5	4
"GRMZM2G122291"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122296"	24	44	74	84	248	175	127	167	25	23	157	138
"GRMZM2G122302"	46	451	107	119	6	10	1	4	0	0	0	1
"GRMZM2G122306"	140	409	30	38	52	33	36	68	31	33	39	64
"GRMZM2G122316"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122324"	83	371	1054	2662	1414	1158	188	349	66	49	434	523
"GRMZM2G122327"	134	441	1101	1620	2713	2600	1152	2475	3167	3997	3128	5669
"GRMZM2G122330"	94	126	53	87	113	103	57	114	20	28	24	26
"GRMZM2G122335"	250	407	432	562	838	734	632	1304	240	160	99	79
"GRMZM2G122337"	1031	4324	6057	12248	30554	30149	12337	22228	65586	57950	25125	22336
"GRMZM2G122340"	0	1	1	1	0	5	1	0	0	0	0	0
"GRMZM2G122344"	92	234	31	72	37	25	17	43	20	5	5	22
"GRMZM2G122352"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122357"	4	16	4	6	44	35	61	94	40	44	17	16
"GRMZM2G122362"	27	23	18	27	43	35	21	50	1	9	3	2
"GRMZM2G122368"	0	0	0	1	0	0	0	0	0	0	0	0
"GRMZM2G122379"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122384"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122404"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122410"	1	7	1	1	4	1	1	2	1	1	3	1
"GRMZM2G122413"	31	120	1	5	3	10	0	0	0	0	0	0
"GRMZM2G122418"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM2G122420"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122422"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122423"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122431"	0	2	1	2	33	37	23	77	52	21	14	16
"GRMZM2G122437"	1200	3617	316	653	116	116	59	83	56	47	11	2
"GRMZM2G122442"	0	0	1	1	0	2	1	0	0	0	0	0
"GRMZM2G122443"	125	88	19	36	20	15	7	23	6	4	4	5
"GRMZM2G122447"	0	0	5	13	2	0	1	0	6	0	1	0
"GRMZM2G122476"	143	492	30	51	21	19	26	62	47	21	30	19
"GRMZM2G122477"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122479"	1215	2223	812	1306	818	621	193	434	116	75	55	83
"GRMZM2G122481"	156	208	127	138	162	140	76	245	262	260	340	703
"GRMZM2G122484"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122488"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122498"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122503"	0	0	0	1	2	2	0	1	1	0	0	0
"GRMZM2G122520"	6	21	6	7	1	4	2	11	3	2	1	0
"GRMZM2G122532"	41	26	14	12	4	7	5	13	0	0	0	0
"GRMZM2G122537"	2	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122543"	6	30	9	14	108	110	52	117	3	1	5	3
"GRMZM2G122550"	8	0	3	0	2	1	2	4	0	0	0	0
"GRMZM2G122563"	0	0	2	1	1	1	12	0	0	0	0	0
"GRMZM2G122569"	39	77	31	61	21	16	16	33	17	3	16	8
"GRMZM2G122577"	35	58	2	4	1	2	4	3	2	0	1	1
"GRMZM2G122581"	0	0	1	1	0	1	0	3	0	0	0	0
"GRMZM2G122584"	99	379	125	299	353	413	137	223	38	51	141	273
"GRMZM2G122590"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G122591"	14	43	9	15	6	5	5	11	2	2	0	1
"GRMZM2G122595"	4	6	2	4	4	7	1	6	0	0	0	0
"GRMZM2G122607"	63	174	105	157	256	252	147	287	195	213	64	131
"GRMZM2G122614"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122615"	0	0	0	1	1	2	1	8	1	0	0	0
"GRMZM2G122618"	23	57	298	413	30	22	1	1	1	0	0	0
"GRMZM2G122623"	1	1	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122628"	2	3	0	3	0	0	0	1	0	0	0	0
"GRMZM2G122631"	32	65	19	35	16	17	14	25	26	26	21	21
"GRMZM2G122641"	0	0	0	0	0	0	0	0	0	0	1	1
"GRMZM2G122654"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122656"	75	59	1	2	0	3	0	1	1	5	0	0
"GRMZM2G122666"	529	1228	193	305	435	385	383	825	603	565	557	726
"GRMZM2G122670"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122687"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122706"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122708"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122709"	1	3	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122712"	2	1	5	15	1	1	1	0	0	0	0	3
"GRMZM2G122715"	514	1560	1438	3656	6929	7033	1503	4427	1748	2155	754	449
"GRMZM2G122717"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122725"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122734"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122736"	13	9	3	5	9	6	2	11	9	1	11	19
"GRMZM2G122737"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122740"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122750"	167	186	93	135	136	103	72	143	21	29	18	11
"GRMZM2G122752"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122754"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122757"	4	47	1	7	20	17	2	6	1	0	0	0
"GRMZM2G122762"	4	13	6	15	846	829	691	1423	1250	987	560	456
"GRMZM2G122767"	433	714	83	109	81	68	52	123	91	64	54	46
"GRMZM2G122780"	87	185	24	24	25	28	17	43	62	46	46	26
"GRMZM2G122782"	4	1	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122787"	40	99	73	135	351	351	157	367	124	104	112	127
"GRMZM2G122793"	129	354	565	1008	2215	2080	857	2150	2338	2248	2183	3581
"GRMZM2G122805"	166	329	38	69	25	29	17	38	24	12	8	8
"GRMZM2G122807"	48	45	76	103	132	95	57	102	36	17	62	46
"GRMZM2G122810"	1374	2991	281	389	399	384	123	334	37	31	29	19
"GRMZM2G122811"	471	459	62	87	27	26	22	69	54	23	20	27
"GRMZM2G122816"	2	1	0	0	0	0	0	1	1	0	0	0
"GRMZM2G122818"	0	5	0	3	0	0	0	0	1	1	0	0
"GRMZM2G122822"	0	0	0	0	0	0	0	0	1	1	0	0
"GRMZM2G122828"	1	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122841"	13	14	7	19	14	15	7	16	24	25	8	10
"GRMZM2G122843"	148	295	502	722	2112	2117	996	1954	877	689	540	585
"GRMZM2G122846"	0	0	1	1	11	7	4	15	6	8	31	29
"GRMZM2G122848"	6	31	35	66	24	31	5	14	6	4	1	0
"GRMZM2G122850"	1	3	1	1	0	0	0	0	0	0	0	0
"GRMZM2G122853"	0	1	61	101	71	68	22	47	0	0	0	0
"GRMZM2G122858"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122863"	96	170	108	130	111	120	61	167	85	49	54	86
"GRMZM2G122868"	0	1	1	0	1	0	0	0	0	0	0	0
"GRMZM2G122869"	43	98	61	88	68	64	27	57	29	9	51	26
"GRMZM2G122871"	3313	4194	1219	1639	471	412	257	762	328	295	136	206
"GRMZM2G122873"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122882"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122892"	7	9	33	58	44	28	19	29	25	21	25	17
"GRMZM2G122897"	307	760	28	52	74	89	118	317	6	2	2	0
"GRMZM2G122926"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122935"	109	206	40	74	61	63	36	75	65	38	27	40
"GRMZM2G122937"	471	1320	676	1086	598	580	272	505	249	185	60	59
"GRMZM2G122939"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122941"	0	2	0	0	0	0	0	1	0	0	0	0
"GRMZM2G122943"	191	523	485	790	1847	1749	1545	2365	1230	1090	943	1178
"GRMZM2G122954"	19	25	6	13	62	61	90	157	3	6	52	28
"GRMZM2G122956"	3	10	3	9	3	1	3	9	3	0	1	8
"GRMZM2G122965"	60	152	31	31	3	7	2	7	0	0	0	0
"GRMZM2G122979"	0	2	1	1	1	1	3	0	0	0	2	0
"GRMZM2G122983"	118	193	112	152	231	215	80	210	162	159	84	74
"GRMZM2G122993"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G122999"	215	296	200	286	244	201	77	192	84	70	96	78
"GRMZM2G123011"	0	2	0	0	1	0	0	1	0	0	1	0
"GRMZM2G123014"	51	44	24	28	22	20	15	30	2	3	3	4
"GRMZM2G123016"	1	3	1	1	0	0	0	0	0	0	0	0
"GRMZM2G123018"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123029"	28	38	328	714	1805	1663	969	2868	741	670	449	542
"GRMZM2G123037"	0	0	0	0	3	5	13	20	47	53	7	11
"GRMZM2G123049"	30	81	0	1	0	0	2	2	0	0	0	0
"GRMZM2G123054"	0	0	0	0	1	0	0	1	0	0	0	0
"GRMZM2G123055"	27	25	5	12	7	7	12	11	3	4	4	3
"GRMZM2G123063"	0	0	0	0	2	2	0	0	0	0	0	0
"GRMZM2G123065"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123089"	48	71	29	36	11	16	5	22	8	4	6	12
"GRMZM2G123094"	30	73	1	8	4	6	1	2	0	0	2	1
"GRMZM2G123096"	0	0	1	0	0	0	0	0	0	0	0	0
"GRMZM2G123104"	0	1	1	8	65	70	15	35	15	7	0	0
"GRMZM2G123107"	1	0	0	0	3	1	1	1	2	0	0	0
"GRMZM2G123113"	2	1	2	2	3	0	0	1	0	0	0	0
"GRMZM2G123116"	27	108	3	4	2	3	5	13	0	0	0	0
"GRMZM2G123119"	0	0	1	2	0	0	0	1	1	1	0	0
"GRMZM2G123122"	61	725	984	2551	649	947	109	471	34	34	18	7
"GRMZM2G123128"	11	48	27	55	235	247	157	269	171	137	123	142
"GRMZM2G123140"	155	270	0	1	4	6	2	5	0	0	0	0
"GRMZM2G123143"	1	2	29	49	256	212	121	232	195	133	32	29
"GRMZM2G123153"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123159"	351	482	241	342	225	234	194	350	432	493	328	721
"GRMZM2G123175"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123178"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123188"	4	11	2	4	1	3	2	0	2	0	2	6
"GRMZM2G123200"	2	1	5	8	1	1	2	1	0	0	0	0
"GRMZM2G123202"	2	24	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123204"	61	122	393	624	1140	1105	354	819	412	437	387	547
"GRMZM2G123208"	0	0	8	8	0	7	1	6	66	35	22	41
"GRMZM2G123210"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123212"	13	129	7	13	23	28	68	102	66	54	86	91
"GRMZM2G123221"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123234"	1029	3123	2846	4508	1352	1213	603	1347	2267	1299	767	500
"GRMZM2G123246"	44	138	81	135	94	81	60	132	4	4	1	0
"GRMZM2G123257"	4	11	0	6	0	0	0	0	0	0	0	0
"GRMZM2G123262"	4	14	7	32	3	10	0	0	2	1	1	5
"GRMZM2G123273"	0	0	0	1	0	0	0	1	1	0	0	0
"GRMZM2G123277"	89	129	117	199	222	214	81	114	29	18	11	24
"GRMZM2G123291"	0	0	0	0	0	1	0	0	0	0	0	0
"GRMZM2G123305"	39	30	21	42	42	47	47	121	175	105	160	226
"GRMZM2G123308"	26	32	6	5	4	4	1	2	0	0	0	0
"GRMZM2G123309"	12	47	9	10	8	18	7	11	0	1	0	2
"GRMZM2G123314"	2	2	0	0	1	0	0	1	0	0	0	0
"GRMZM2G123320"	3	2	1	3	2	3	1	1	0	0	0	0
"GRMZM2G123322"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123328"	42	90	11	29	25	21	12	40	29	19	21	14
"GRMZM2G123355"	18	36	0	0	0	0	1	0	0	0	0	0
"GRMZM2G123362"	10	28	4	4	2	2	6	4	0	0	0	1
"GRMZM2G123365"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123371"	802	1321	101	150	29	17	5	13	11	7	6	0
"GRMZM2G123373"	158	294	4	18	20	14	13	27	50	23	7	2
"GRMZM2G123381"	9	20	2	6	9	9	2	5	0	1	0	0
"GRMZM2G123383"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123387"	11	23	2	0	1	4	2	5	2	6	1	6
"GRMZM2G123390"	0	1	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123394"	1	1	2	1	3	1	1	7	14	0	0	17
"GRMZM2G123407"	11	45	96	195	59	56	9	4	2	4	0	1
"GRMZM2G123410"	5	29	21	86	54	139	16	76	38	21	18	5
"GRMZM2G123411"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123416"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123418"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123428"	20	91	14	25	284	308	133	336	350	317	153	112
"GRMZM2G123432"	1	0	1	0	0	0	0	0	0	0	1	0
"GRMZM2G123438"	1	0	0	1	1	4	1	2	0	0	0	0
"GRMZM2G123440"	206	274	70	96	5	3	0	0	5	0	0	0
"GRMZM2G123446"	1	12	5	22	0	0	0	0	0	3	0	0
"GRMZM2G123450"	1	4	3	4	12	17	2	8	2	2	17	37
"GRMZM2G123452"	3	6	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123457"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123459"	62	133	46	44	61	45	31	54	6	7	0	5
"GRMZM2G123461"	1	4	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123473"	4	4	0	5	0	2	1	1	0	0	0	0
"GRMZM2G123480"	0	0	2	7	8	6	8	6	3	9	0	14
"GRMZM2G123482"	1	1	6	4	3	1	1	1	12	14	2	0
"GRMZM2G123486"	3	4	2	1	0	0	0	2	4	1	0	0
"GRMZM2G123489"	221	399	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123492"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123495"	669	1149	255	461	204	168	141	338	290	147	193	216
"GRMZM2G123497"	3	0	1	1	0	0	0	0	6	0	5	0
"GRMZM2G123499"	210	311	188	200	239	202	112	216	145	103	110	147
"GRMZM2G123503"	51	143	12	19	21	19	6	29	11	2	8	11
"GRMZM2G123511"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123514"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123518"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123519"	31	66	53	87	60	75	34	74	33	8	7	17
"GRMZM2G123527"	4	1	1	1	1	0	0	0	5	15	6	18
"GRMZM2G123531"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123534"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123537"	76	170	336	469	494	477	338	614	115	101	77	136
"GRMZM2G123540"	263	462	158	214	175	175	63	112	36	18	21	22
"GRMZM2G123541"	0	1	0	2	0	1	1	1	0	0	0	0
"GRMZM2G123544"	35	76	28	46	74	81	13	15	7	1	1	0
"GRMZM2G123550"	0	3	0	3	1	0	0	1	0	0	0	0
"GRMZM2G123558"	116	178	210	346	941	858	182	413	0	0	0	0
"GRMZM2G123585"	101	183	1	0	2	1	0	1	0	0	0	0
"GRMZM2G123587"	240	253	389	474	273	241	71	163	10	1	8	12
"GRMZM2G123594"	0	0	0	1	3	2	2	7	1	0	0	0
"GRMZM2G123595"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123604"	22	60	15	40	76	59	34	82	35	37	5	5
"GRMZM2G123607"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123614"	0	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G123621"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123624"	435	1063	76	95	45	57	26	47	52	60	40	52
"GRMZM2G123625"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123633"	1	0	0	0	0	0	1	0	0	0	0	0
"GRMZM2G123644"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123646"	0	0	6	6	10	4	5	10	41	21	20	36
"GRMZM2G123652"	128	342	649	996	1663	1632	533	1160	573	505	452	558
"GRMZM2G123654"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123660"	184	224	188	252	275	235	140	357	47	38	49	47
"GRMZM2G123667"	2	2	14	41	188	218	114	357	361	201	201	1026
"GRMZM2G123674"	0	0	0	0	0	0	0	0	0	0	0	0
"GRMZM2G123700"	3	3	1	0	0	0	1	2	0	7	3	0
"GRMZM2G123705"	0	0	0	0	0	0	0	0	0	1	0	0
"GRMZM2G123709"	60	74	49	70	118	128	61	135	37	32	18	31
"GRMZM2G123714"	375	415	45	91	27	24	7	16	9	2	2	3
"GRMZM2G123719"	235	511	1252	1619	2023	1811	808	1893	290	274	212	311
"GRMZM2G123728"	9	27	4	20	1	9	3	4	1	3	0	1
"GRMZM2G123732"	43	110	56	84	64	70	27	70	86	79	33	37
"GRMZM2G123752"	1	0	0	0	1	0	0	0	0	0	0	0
"GRMZM2G123764"	0	0	1	1	0	0	0	0	0	0	0	0
